Id,X_Coord,Y_Coord
1,13.856704,7.6233754
2,13.314773,8.434434
3,12.503714,8.976365
4,11.547006,9.166667
5,10.590297,8.976365
6,9.779239,8.434434
7,9.237307,7.6233754
8,9.047006,6.6666665
9,9.237307,5.709958
10,9.779239,4.8988996
11,10.590297,4.356968
12,11.547006,4.1666665
13,12.503714,4.356968
14,13.314773,4.8988996
15,13.856704,5.709958
16,14.047006,6.6666665
