Time,Velocity
0.0,-600.0
6.887907511554658e-05,-599.96728515625
0.00013829641102347523,-599.96728515625
0.00020771486742887646,-599.96728515625
0.00027713330928236246,-599.96728515625
0.0003465517656877637,-599.96728515625
0.0004159702220931649,-599.96728515625
0.00048538867849856615,-599.96728515625
0.0005548071349039674,-599.96728515625
0.0006242255913093686,-599.96728515625
0.0006936440477147698,-599.96728515625
0.0007630625041201711,-599.96728515625
0.0008324809605255723,-599.96728515625
0.0009018994169309735,-599.96728515625
0.0009713178733363748,-599.96728515625
0.001040725619532168,-599.96728515625
0.0011101324344053864,-599.96728515625
0.001179539249278605,-599.96728515625
0.0012489460641518235,-599.96728515625
0.001318352879025042,-599.96728515625
0.0013877596938982606,-599.96728515625
0.0014571665087714791,-599.96728515625
0.0015265733236446977,-599.96728515625
0.0015959801385179162,-599.96728515625
0.0016653869533911347,-599.96728515625
0.0017347937682643533,-599.96728515625
0.0018042005831375718,-599.96728515625
0.0018736073980107903,-599.96728515625
0.0019430142128840089,-599.96728515625
0.00201244093477726,-599.96728515625
0.0020818710327148438,-599.96728515625
0.0021513011306524277,-599.96728515625
0.0022207312285900116,-599.96728515625
0.0022901613265275955,-599.96728515625
0.0023595914244651794,-599.96728515625
0.0024290215224027634,-599.96728515625
0.0024984516203403473,-599.96728515625
0.002567881718277931,-599.96728515625
0.002637311816215515,-599.96728515625
0.002706741914153099,-599.96728515625
0.002776172012090683,-599.96728515625
0.002845602110028267,-599.96728515625
0.002915032207965851,-599.96728515625
0.0029844623059034348,-599.96728515625
0.0030538924038410187,-599.96728515625
0.0031233225017786026,-599.96728515625
0.0031927525997161865,-599.96728515625
0.0032621826976537704,-599.96728515625
0.0033316127955913544,-599.96728515625
0.0034010428935289383,-599.96728515625
0.003470472991466522,-599.96728515625
0.003539903089404106,-599.96728515625
0.00360933318734169,-599.96728515625
0.003678763285279274,-599.96728515625
0.003748193383216858,-599.96728515625
0.003817623481154442,-599.96728515625
0.0038870535790920258,-599.96728515625
0.0039564501494169235,-599.96728515625
0.004025833681225777,-599.96728515625
0.00409521721303463,-599.96728515625
0.004164600744843483,-599.96728515625
0.004233984276652336,-599.96728515625
0.004303367808461189,-599.96728515625
0.004372751340270042,-599.96728515625
0.004442134872078896,-599.96728515625
0.004511518403887749,-599.96728515625
0.004580901935696602,-599.96728515625
0.004650285467505455,-599.96728515625
0.004719668999314308,-599.96728515625
0.004789052531123161,-599.96728515625
0.0048584360629320145,-599.96728515625
0.004927819594740868,-599.96728515625
0.004997203126549721,-599.96728515625
0.005066586658358574,-599.96728515625
0.005135970190167427,-599.96728515625
0.00520535372197628,-599.96728515625
0.005274737253785133,-599.96728515625
0.0053441207855939865,-599.96728515625
0.00541350431740284,-599.96728515625
0.005482887849211693,-599.96728515625
0.005552271381020546,-599.96728515625
0.005621654912829399,-599.96728515625
0.005691038444638252,-599.96728515625
0.005760421976447105,-599.96728515625
0.0058298055082559586,-599.96728515625
0.005899189040064812,-599.96728515625
0.005968572571873665,-599.96728515625
0.006037956103682518,-599.96728515625
0.006107339635491371,-599.96728515625
0.006176723167300224,-599.96728515625
0.0062461066991090775,-599.96728515625
0.006315490230917931,-599.96728515625
0.006384873762726784,-599.96728515625
0.006454257294535637,-599.96728515625
0.00652364082634449,-599.96728515625
0.006593024358153343,-599.96728515625
0.006662407889962196,-599.96728515625
0.0067317914217710495,-599.96728515625
0.006801174953579903,-599.96728515625
0.006870558485388756,-599.96728515625
0.006939942017197609,-599.96728515625
0.007009325549006462,-599.96728515625
0.007078709080815315,-599.96728515625
0.007148092612624168,-599.96728515625
0.0072174761444330215,-599.96728515625
0.007286859676241875,-599.96728515625
0.007356243208050728,-599.96728515625
0.007425626739859581,-599.96728515625
0.007495010271668434,-599.96728515625
0.007564393803477287,-599.96728515625
0.0076337773352861404,-599.96728515625
0.007703160867094994,-599.96728515625
0.007772544398903847,-599.96728515625
0.007841967046260834,-599.96728515625
0.007911443710327148,-599.96728515625
