1.000000000000000000e+00,-3.878109436035156250e+02
2.000000000000000000e+00,-3.122427368164062500e+02
3.000000000000000000e+00,-2.309031524658203125e+02
4.000000000000000000e+00,-1.641846923828125000e+02
5.000000000000000000e+00,-1.282969818115234375e+02
6.000000000000000000e+00,-8.095896148681640625e+01
7.000000000000000000e+00,-4.151860046386718750e+01
8.000000000000000000e+00,-4.548933029174804688e+00
9.000000000000000000e+00,3.089981460571289062e+01
1.000000000000000000e+01,6.566999816894531250e+01
1.100000000000000000e+01,9.994602966308593750e+01
1.200000000000000000e+01,1.318679809570312500e+02
1.300000000000000000e+01,1.627714538574218750e+02
1.400000000000000000e+01,1.927115478515625000e+02
1.500000000000000000e+01,2.216013336181640625e+02
1.600000000000000000e+01,2.491254577636718750e+02
1.700000000000000000e+01,2.755414428710937500e+02
1.800000000000000000e+01,2.986069641113281250e+02
1.900000000000000000e+01,3.167217407226562500e+02
2.000000000000000000e+01,3.289698486328125000e+02
2.100000000000000000e+01,3.373161010742187500e+02
2.200000000000000000e+01,3.431078186035156250e+02
2.300000000000000000e+01,3.458828430175781250e+02
2.400000000000000000e+01,3.491028442382812500e+02
2.500000000000000000e+01,3.481969909667968750e+02
2.600000000000000000e+01,3.513605346679687500e+02
2.700000000000000000e+01,3.577583312988281250e+02
2.800000000000000000e+01,3.620113830566406250e+02
2.900000000000000000e+01,3.618918762207031250e+02
3.000000000000000000e+01,3.623383789062500000e+02
3.100000000000000000e+01,3.675601501464843750e+02
3.200000000000000000e+01,3.638330993652343750e+02
3.300000000000000000e+01,3.672236022949218750e+02
3.400000000000000000e+01,3.623357238769531250e+02
3.500000000000000000e+01,3.617998352050781250e+02
3.600000000000000000e+01,3.618974914550781250e+02
3.700000000000000000e+01,3.577294311523437500e+02
3.800000000000000000e+01,3.518854064941406250e+02
3.900000000000000000e+01,3.484866027832031250e+02
4.000000000000000000e+01,3.489110717773437500e+02
4.100000000000000000e+01,3.458886108398437500e+02
4.200000000000000000e+01,3.431153259277343750e+02
4.300000000000000000e+01,3.366492004394531250e+02
4.400000000000000000e+01,3.290245361328125000e+02
4.500000000000000000e+01,3.166038818359375000e+02
4.600000000000000000e+01,2.981716918945312500e+02
4.700000000000000000e+01,2.755362854003906250e+02
4.800000000000000000e+01,2.492550354003906250e+02
