39,40
39,84
84,87
24,87
84,86
5,41
5,32
84,85
86,89
88,89
87,88
25,88
24,39
4,24
31,89
85,89
32,89
32,85
2,30
2,26
30,88
31,88
40,85
40,41
86,87
25,87
24,25
26,88
25,26
41,85
40,84
26,30
24,84
38,81
38,78
22,78
22,79
79,80
80,83
23,38
21,79
20,21
37,38
78,80
80,81
78,79
36,82
36,37
4,38
3,36
18,36
23,78
22,23
19,82
82,83
81,82
37,82
21,22
18,19
18,82
79,83
20,79
1,21
1,20
20,83
19,20
80,82
50,51
49,51
49,52
49,53
50,55
49,50
6,53
7,53
18,55
18,50
17,18
3,17
7,54
16,55
48,55
52,54
51,54
48,53
48,49
16,17
17,55
15,48
15,16
8,54
19,50
8,20
8,51
20,51
19,51
51,52
53,54
52,53
6,15
0,6
6,48
14,29
0,29
13,71
12,13
67,70
68,70
32,67
27,32
64,65
65,69
66,67
65,67
27,70
69,70
68,69
5,27
30,71
30,66
29,64
64,69
31,32
28,70
27,28
12,30
31,67
66,71
65,66
67,68
64,71
65,71
13,64
14,64
13,14
28,69
28,29
12,71
65,68
30,31
31,66
56,61
56,57
57,59
59,60
24,56
23,56
25,56
25,63
26,63
23,61
11,26
60,62
21,62
58,59
56,63
10,58
10,11
22,62
22,61
9,21
1,9
58,63
11,63
10,59
21,59
9,59
4,23
61,62
60,61
57,58
59,62
57,60
15,72
15,29
0,15
33,73
27,33
17,76
15,75
16,75
29,72
72,73
28,72
5,33
75,76
16,76
73,74
73,77
74,76
74,77
35,76
34,76
3,35
76,77
34,77
74,75
28,73
27,73
72,74
33,34
72,75
17,35
7,42
7,43
9,10
10,47
7,8
44,47
44,46
9,43
9,47
14,42
6,14
11,12
2,11
42,45
6,42
6,7
8,43
8,9
42,43
43,44
43,47
1,8
14,45
13,45
12,46
11,46
10,46
42,44
13,46
45,46
46,47
44,45
91,93
93,94
40,95
95,96
37,97
34,92
35,92
90,95
39,95
90,91
91,97
94,95
91,94
41,93
33,93
40,96
41,96
34,93
38,90
38,39
4,39
92,97
91,92
36,97
35,36
94,96
37,90
93,96
35,97
33,41
92,93
