Id,X_Coord,Y_Coord,Z_Coord
1,0.0,306.98868,3.5
2,0.0,310.48868,0.0
3,-3.5,306.98868,0.0
4,3.5,306.98868,0.0
5,0.0,306.98868,-3.5
6,0.0,303.48868,0.0
7,0.0,308.32803,3.2335784
8,0.0,309.46353,2.4748738
9,0.0,310.22226,1.3393921
10,-1.3393921,310.22226,0.0
11,-2.4748738,309.46353,0.0
12,-3.2335784,308.32803,0.0
13,-3.2335784,306.98868,1.3393921
14,-2.4748738,306.98868,2.4748738
15,-1.3393921,306.98868,3.2335784
16,1.3393921,306.98868,3.2335784
17,2.4748738,306.98868,2.4748738
18,3.2335784,306.98868,1.3393921
19,3.2335784,308.32803,0.0
20,2.4748738,309.46353,0.0
21,1.3393921,310.22226,0.0
22,0.0,310.22226,-1.3393921
23,0.0,309.46353,-2.4748738
24,0.0,308.32803,-3.2335784
25,-1.3393921,306.98868,-3.2335784
26,-2.4748738,306.98868,-2.4748738
27,-3.2335784,306.98868,-1.3393921
28,0.0,303.7551,1.3393921
29,0.0,304.51376,2.4748738
30,0.0,305.64926,3.2335784
31,-3.2335784,305.64926,0.0
32,-2.4748738,304.51376,0.0
33,-1.3393921,303.7551,0.0
34,1.3393921,303.7551,0.0
35,2.4748738,304.51376,0.0
36,3.2335784,305.64926,0.0
37,3.2335784,306.98868,-1.3393921
38,2.4748738,306.98868,-2.4748738
39,1.3393921,306.98868,-3.2335784
40,0.0,305.64926,-3.2335784
41,0.0,304.51376,-2.4748738
42,0.0,303.7551,-1.3393921
43,-1.1887448,308.7639,2.7722514
44,-1.1853143,309.76572,1.7700355
45,-1.9570776,309.0455,2.0467572
46,-2.0814152,308.1321,2.5710344
47,-2.7697089,308.50406,1.5106912
48,-2.0780125,309.5648,1.1382029
49,1.7686106,308.22348,2.7562938
50,1.9855461,309.0858,1.9772553
51,2.5820084,309.10013,1.0606658
52,1.6399236,309.8033,1.279969
53,1.4254787,309.4932,1.9862987
54,1.0616574,309.16153,2.5301461
55,0.85766375,309.7319,1.9972407
56,2.7734015,308.21994,1.7441964
57,-1.7686106,308.22348,-2.7562938
58,-1.9855461,309.0858,-1.9772553
59,-2.5820084,309.10013,-1.0606658
60,-1.6399236,309.8033,-1.279969
61,-1.4254787,309.4932,-1.9862987
62,-1.0616574,309.16153,-2.5301461
63,-0.85766375,309.7319,-1.9972407
64,-2.7734015,308.21994,-1.7441964
65,-1.7686106,305.7538,2.7562938
66,-1.9855461,304.8915,1.9772553
67,-2.5820084,304.87723,1.0606658
68,-1.6399236,304.17398,1.279969
69,-1.4254787,304.48416,1.9862987
70,-1.0616574,304.81583,2.5301461
71,-0.85766375,304.2454,1.9972407
72,-2.7734015,305.75742,1.7441964
73,1.1887448,305.2134,2.7722514
74,1.1853143,304.21158,1.7700355
75,1.9570776,304.9318,2.0467572
76,2.0814152,305.84518,2.5710344
77,2.7697089,305.47324,1.5106912
78,2.0780125,304.41257,1.1382029
79,1.1887448,308.7639,-2.7722514
80,1.1853143,309.76572,-1.7700355
81,1.9570776,309.0455,-2.0467572
82,2.0814152,308.1321,-2.5710344
83,2.7697089,308.50406,-1.5106912
84,2.0780125,309.5648,-1.1382029
85,-1.1887448,305.2134,-2.7722514
86,-1.1853143,304.21158,-1.7700355
87,-1.9570776,304.9318,-2.0467572
88,-2.0814152,305.84518,-2.5710344
89,-2.7697089,305.47324,-1.5106912
90,-2.0780125,304.41257,-1.1382029
91,1.7686106,305.7538,-2.7562938
92,1.9855461,304.8915,-1.9772553
93,2.5820084,304.87723,-1.0606658
94,1.6399236,304.17398,-1.279969
95,1.4254787,304.48416,-1.9862987
96,1.0616574,304.81583,-2.5301461
97,0.85766375,304.2454,-1.9972407
98,2.7734015,305.75742,-1.7441964
