Id,X_Disp,Y_Disp,Z_Disp
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,0.0,0.0,0.0
60,0.0,0.0,0.0
61,0.0,0.0,0.0
62,0.0,0.0,0.0
63,0.0,0.0,0.0
64,0.0,0.0,0.0
65,0.0,0.0,0.0
66,0.0,0.0,0.0
67,0.0,0.0,0.0
68,0.0,0.0,0.0
69,0.0,0.0,0.0
70,0.0,0.0,0.0
71,0.0,0.0,0.0
72,0.0,0.0,0.0
73,0.0,0.0,0.0
74,0.0,0.0,0.0
75,0.0,0.0,0.0
76,0.0,0.0,0.0
77,0.00017473887,-0.0002670288,-0.00031319621
78,0.0016039677,-0.0017089844,-0.0024036155
79,-0.0029735828,0.0011100769,-0.0038923062
80,0.0075711603,-0.0010223389,-0.00091505214
81,-0.0074002794,-0.005683899,0.00472767
82,0.015895722,-0.010551453,-0.0121525675
83,-0.011880651,-0.025390625,0.0017891068
84,0.01980136,-0.02930069,-0.010855474
85,-0.020426556,-0.04246521,0.0017022002
86,0.030212095,-0.0479393,-0.011471978
87,-0.021259764,-0.0566864,-0.0024896828
88,0.031447396,-0.06271362,-0.006941
89,-0.022486527,-0.058559418,-0.004545615
90,0.032859497,-0.06511688,-0.004733032
91,-0.024003731,-0.05713272,-0.0077621103
92,0.035836507,-0.06417084,-0.0012108885
93,-0.02218061,-0.051380157,-0.0057701347
94,0.035567917,-0.058567047,-0.0025202641
95,-0.01830563,-0.050800323,-0.0024351028
96,0.032861717,-0.058605194,-0.0051769326
97,-0.0145010315,-0.051216125,-0.0027624422
98,0.030519739,-0.059360504,-0.004268743
99,-0.009821536,-0.049304962,-0.005399276
100,0.026664404,-0.057750702,-0.0012135513
101,-0.011441546,-0.047908783,-0.004295962
102,0.028496215,-0.055496216,-0.0013060687
103,-0.007812741,-0.045139313,-0.003303827
104,0.026487168,-0.053901672,-0.0014272794
105,-0.0091170985,-0.04537964,-0.0018234389
106,0.028551215,-0.053718567,-0.0016267045
107,-0.007925594,-0.04610443,0.0019866116
108,0.027297208,-0.05444336,-0.0038251244
109,-0.0049411976,-0.047504425,-0.00051825796
110,0.0237192,-0.055286407,-0.00018378638
111,-0.0024819928,-0.047294617,-5.298271e-05
112,0.02104781,-0.057243347,-0.0004510102
113,-0.0017446985,-0.04824829,-0.0020996411
114,0.021102848,-0.054065704,0.0027978537
115,-0.0025362466,-0.04510498,0.0011915974
116,0.02296757,-0.054771423,0.0013516285
117,-0.007296453,-0.04528427,0.00049247267
118,0.026582465,-0.05357361,0.0028256676
119,-0.005104315,-0.04521942,0.004082037
120,0.02374776,-0.052696228,0.00032708957
121,-0.0072367536,-0.046546936,0.0032808278
122,0.024269147,-0.05498886,0.0021880413
123,-0.012898374,-0.045871735,0.0047909482
124,0.029698329,-0.05355072,0.0013478962
125,-0.016329741,-0.049549103,0.00844147
126,0.031073539,-0.057216644,-0.0012387942
127,-0.01827893,-0.056575775,0.006131987
128,0.030433714,-0.06380844,0.0008628641
129,-0.022312133,-0.056941986,0.0040240875
130,0.032996304,-0.063884735,0.0024187881
131,-0.0260647,-0.05968094,0.00349028
132,0.03546796,-0.06568909,0.0031091208
133,-0.025346674,-0.058307648,0.002879816
134,0.034416925,-0.06374359,0.004369146
135,-0.021870442,-0.052513123,0.00021604565
136,0.031750206,-0.05801773,0.007972971
