Id,X_Disp,Y_Disp,Z_Disp
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,0.0,0.0,0.0
60,0.0,0.0,0.0
61,0.0,0.0,0.0
62,0.0,0.0,0.0
63,0.0,0.0,0.0
64,0.0,0.0,0.0
65,0.0,0.0,0.0
66,0.0,0.0,0.0
67,0.0,0.0,0.0
68,0.0,0.0,0.0
69,0.0,0.0,0.0
70,0.0,0.0,0.0
71,0.0,0.0,0.0
72,0.0,0.0,0.0
73,0.0,0.0,0.0
74,0.0,0.0,0.0
75,0.0,0.0,0.0
76,0.0,0.0,0.0
77,0.000831604,0.0011177063,-0.00096102816
78,2.670288e-05,0.0009880066,0.00014179858
79,0.0014381409,0.0019626617,-0.00049730943
80,-0.0001373291,0.0016708374,-0.00065427314
81,0.0011520386,0.0008049011,-0.00010045218
82,9.918213e-05,0.00045776367,-0.0013305377
83,0.0010223389,-0.0003490448,-0.0005634483
84,0.0006904602,-0.0006942749,-0.0010170124
85,0.0016746521,0.0007953644,-0.0017081712
86,0.0001449585,0.0004940033,0.0002842506
87,0.0031394958,0.0051288605,-0.002868025
88,-0.0011024475,0.004758835,0.001693097
89,0.0041618347,0.008350372,-0.00072714087
90,-0.0021781921,0.008003235,-0.00022433845
91,0.0041007996,0.0062408447,0.0015162965
92,-0.0017814636,0.0058517456,-0.0022871285
93,0.0038146973,0.00406456,-0.0003017222
94,-0.0013618469,0.0035572052,-0.000566685
95,0.004119873,0.006298065,-0.0024538434
96,-0.0018920898,0.0058631897,0.0014403529
97,0.0046806335,0.008922577,-0.0012130386
98,-0.0025138855,0.008575439,0.0003135809
99,0.0049362183,0.009786606,-0.00085925765
100,-0.0028076172,0.009405136,0.00022054852
101,0.0047683716,0.010011673,0.0002403955
102,-0.0027198792,0.009399414,-0.0006959467
103,0.004890442,0.008842468,0.0013871827
104,-0.0027885437,0.008365631,-0.0015402108
105,0.0045280457,0.0077323914,0.00093758025
106,-0.002670288,0.007423401,-0.0009947079
107,0.0038719177,0.007188797,0.0006337726
108,-0.002216339,0.00696373,-0.0005977175
109,0.0032615662,0.006921768,-7.5002317e-06
110,-0.0015869141,0.0068187714,6.683296e-05
111,0.0034713745,0.0070590973,-9.5018346e-05
112,-0.0019226074,0.006761551,0.0002460178
113,0.0032844543,0.007001877,-0.00010237789
114,-0.0017585754,0.006883621,0.0003403271
115,0.0035896301,0.007375717,-0.00038425927
116,-0.0017967224,0.0069561005,0.0007166726
117,0.004032135,0.007577896,-0.00045538018
118,-0.0023994446,0.007440567,0.000929092
119,0.004535675,0.008340836,-0.0005432927
120,-0.002796173,0.008003235,0.0012463594
121,0.0047683716,0.009208679,-0.00032150472
122,-0.0030517578,0.008844376,0.0011385047
123,0.005001068,0.009548187,0.00039641542
124,-0.003112793,0.009391785,0.00056391314
125,0.0048332214,0.0090351105,0.001048294
126,-0.0028686523,0.008586884,0.00015951281
127,0.0044555664,0.007820129,0.001301712
128,-0.0023651123,0.0074310303,2.8738854e-05
129,0.0042648315,0.0070991516,0.00074082654
130,-0.0018310547,0.006593704,0.0006794698
131,0.0043525696,0.0069561005,0.0005911836
132,-0.001701355,0.0064754486,0.0007447608
133,0.0039100647,0.0063438416,0.0009490122
134,-0.0016326904,0.005941391,0.00029842826
135,0.0032577515,0.004922867,0.0014841387
