Id,X_Coord,Y_Coord,Z_Coord
1,-579.5153,337.08334,2.5
2,-579.5153,339.58334,0.0
3,-582.0153,337.08334,0.0
4,-577.0153,337.08334,0.0
5,-579.5153,337.08334,-2.5
6,-579.5153,334.58334,0.0
7,-579.5153,338.04004,2.3096988
8,-579.5153,338.8511,1.767767
9,-579.5153,339.39304,0.9567086
10,-580.47205,339.39304,0.0
11,-581.2831,338.8511,0.0
12,-581.825,338.04004,0.0
13,-581.825,337.08334,0.9567086
14,-581.2831,337.08334,1.767767
15,-580.47205,337.08334,2.3096988
16,-578.5586,337.08334,2.3096988
17,-577.74756,337.08334,1.767767
18,-577.2056,337.08334,0.9567086
19,-577.2056,338.04004,0.0
20,-577.74756,338.8511,0.0
21,-578.5586,339.39304,0.0
22,-579.5153,339.39304,-0.9567086
23,-579.5153,338.8511,-1.767767
24,-579.5153,338.04004,-2.3096988
25,-580.47205,337.08334,-2.3096988
26,-581.2831,337.08334,-1.767767
27,-581.825,337.08334,-0.9567086
28,-579.5153,334.77362,0.9567086
29,-579.5153,335.31555,1.767767
30,-579.5153,336.12662,2.3096988
31,-581.825,336.12662,0.0
32,-581.2831,335.31555,0.0
33,-580.47205,334.77362,0.0
34,-578.5586,334.77362,0.0
35,-577.74756,335.31555,0.0
36,-577.2056,336.12662,0.0
37,-577.2056,337.08334,-0.9567086
38,-577.74756,337.08334,-1.767767
39,-578.5586,337.08334,-2.3096988
40,-579.5153,336.12662,-2.3096988
41,-579.5153,335.31555,-1.767767
42,-579.5153,334.77362,-0.9567086
43,-580.36444,338.35138,1.9801795
44,-580.362,339.06693,1.2643111
45,-580.91327,338.55252,1.4619695
46,-581.0021,337.9001,1.8364531
47,-581.4937,338.16577,1.0790651
48,-580.99963,338.9234,0.81300205
49,-578.252,337.96536,1.9687814
50,-578.0971,338.5813,1.4123253
51,-577.671,338.59152,0.7576184
52,-578.34393,339.0938,0.91426355
53,-578.49713,338.87228,1.4187847
54,-578.757,338.63538,1.8072472
55,-578.9027,339.0428,1.4266005
56,-577.5343,337.9628,1.2458546
57,-580.7786,337.96536,-1.9687814
58,-580.9336,338.5813,-1.4123253
59,-581.3596,338.59152,-0.7576184
60,-580.6867,339.0938,-0.91426355
61,-580.5335,338.87228,-1.4187847
62,-580.2737,338.63538,-1.8072472
63,-580.1279,339.0428,-1.4266005
64,-581.49634,337.9628,-1.2458546
65,-580.7786,336.2013,1.9687814
66,-580.9336,335.58536,1.4123253
67,-581.3596,335.57516,0.7576184
68,-580.6867,335.07285,0.91426355
69,-580.5335,335.2944,1.4187847
70,-580.2737,335.5313,1.8072472
71,-580.1279,335.12387,1.4266005
72,-581.49634,336.20386,1.2458546
73,-578.66626,335.8153,1.9801795
74,-578.6687,335.09973,1.2643111
75,-578.11743,335.61417,1.4619695
76,-578.0286,336.26657,1.8364531
77,-577.537,336.0009,1.0790651
78,-578.03107,335.24326,0.81300205
79,-578.66626,338.35138,-1.9801795
80,-578.6687,339.06693,-1.2643111
81,-578.11743,338.55252,-1.4619695
82,-578.0286,337.9001,-1.8364531
83,-577.537,338.16577,-1.0790651
84,-578.03107,338.9234,-0.81300205
85,-580.36444,335.8153,-1.9801795
86,-580.362,335.09973,-1.2643111
87,-580.91327,335.61417,-1.4619695
88,-581.0021,336.26657,-1.8364531
89,-581.4937,336.0009,-1.0790651
90,-580.99963,335.24326,-0.81300205
91,-578.252,336.2013,-1.9687814
92,-578.0971,335.58536,-1.4123253
93,-577.671,335.57516,-0.7576184
94,-578.34393,335.07285,-0.91426355
95,-578.49713,335.2944,-1.4187847
96,-578.757,335.5313,-1.8072472
97,-578.9027,335.12387,-1.4266005
98,-577.5343,336.20386,-1.2458546
