Id,X_Coord,Y_Coord
1,-11.371107,38.544415
2,-11.913038,39.355473
3,-12.724096,39.897404
4,-13.680805,40.087704
5,-14.637514,39.897404
6,-15.448572,39.355473
7,-15.990503,38.544415
8,-16.180805,37.587704
9,-15.990503,36.630997
10,-15.448572,35.81994
11,-14.637514,35.278008
12,-13.680805,35.087704
13,-12.724096,35.278008
14,-11.913038,35.81994
15,-11.371107,36.630997
16,-11.180805,37.587704
