Id,X_Disp,Y_Disp,Z_Disp
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,0.0,0.0,0.0
60,0.0,0.0,0.0
61,0.0,0.0,0.0
62,0.0,0.0,0.0
63,0.0,0.0,0.0
64,0.0,0.0,0.0
65,0.0,0.0,0.0
66,0.0,0.0,0.0
67,0.0,0.0,0.0
68,0.0,0.0,0.0
69,0.0,0.0,0.0
70,0.0,0.0,0.0
71,0.0,0.0,0.0
72,0.0,0.0,0.0
73,0.0,0.0,0.0
74,0.0,0.0,0.0
75,0.0,0.0,0.0
76,0.0,0.0,0.0
77,0.008939479,0.032276154,-0.012633428
78,0.0023088492,0.02103424,0.00035546464
79,0.023843434,0.070178986,-0.023253437
80,0.006891636,0.04934311,-0.009133405
81,0.02776723,0.06688309,-0.008756475
82,0.014540762,0.040481567,-0.042036686
83,0.042194925,0.023670197,-0.019055575
84,0.014356129,-0.011013031,-0.04884396
85,0.042420194,-0.029651642,-0.009604799
86,0.035700154,-0.07495117,-0.07500944
87,0.026445411,-0.089084625,-0.028496582
88,0.07257251,-0.14391708,-0.067287706
89,0.031462513,-0.112335205,-0.046944454
90,0.08642197,-0.17641449,-0.057255417
91,0.045475826,-0.12194061,-0.05324108
92,0.09148692,-0.19150543,-0.052940167
93,0.068697155,-0.10471344,-0.06103194
94,0.08630983,-0.18021011,-0.04349889
95,0.102777295,-0.07500458,-0.059124254
96,0.072521076,-0.15456772,-0.03991322
97,0.121749595,-0.059490204,-0.045381572
98,0.07511364,-0.14538956,-0.044105742
99,0.121320054,-0.06021881,-0.03399368
100,0.08761716,-0.14995193,-0.04083595
101,0.121565685,-0.06406784,-0.027319394
102,0.09289256,-0.15564346,-0.03172191
103,0.12940343,-0.075927734,-0.007361814
104,0.088366225,-0.17170715,-0.037388865
105,0.12104219,-0.099105835,-0.002657202
106,0.0920876,-0.19210052,-0.029112643
107,0.10559821,-0.12324524,0.008801043
108,0.103102915,-0.21577454,-0.028612437
109,0.09630754,-0.14049911,0.0032329613
110,0.10954361,-0.22854996,-0.009953003
111,0.08833283,-0.14694214,0.00627398
112,0.114949435,-0.23305893,0.0019881509
113,0.09637305,-0.14406967,0.001426792
114,0.10697757,-0.23142624,0.021129396
115,0.093338475,-0.13792038,0.013805225
116,0.10925041,-0.23095322,0.01988314
117,0.08803214,-0.13011551,0.008526525
118,0.116337836,-0.2222023,0.035528816
119,0.09567093,-0.11061859,0.010213626
120,0.10720673,-0.2015419,0.047240555
121,0.10193353,-0.08905792,0.019959738
122,0.09889205,-0.17699051,0.051961992
123,0.1051345,-0.07209396,0.034684677
124,0.09237965,-0.16019821,0.05110209
125,0.10079025,-0.08079529,0.058632202
126,0.08841012,-0.16715622,0.038577966
127,0.066631615,-0.1027298,0.061778262
128,0.102099046,-0.18283081,0.04404802
129,0.058739014,-0.12807465,0.0632133
130,0.09258437,-0.20216751,0.047890883
131,0.04142083,-0.13491058,0.06179028
132,0.09321599,-0.20712662,0.048905328
133,0.02331996,-0.14368439,0.04897801
134,0.0895795,-0.20598984,0.05609811
135,0.024325274,-0.12134552,0.03433518
136,0.067216575,-0.17434692,0.06134258
137,0.026673414,-0.07360077,0.019304775
138,0.046558067,-0.11684036,0.0630472
139,0.021883663,-0.017295837,0.01513368
140,0.03307425,-0.052700043,0.04887187
141,0.023183305,0.022895813,0.006714172
