Id,X_Coord,Y_Coord,Z_Coord
1,-24.107683,301.14935,-133.17819
2,-24.107683,304.64935,-136.67819
3,-27.607683,301.14935,-136.67819
4,-20.607683,301.14935,-136.67819
5,-24.107683,301.14935,-140.17819
6,-24.107683,297.64935,-136.67819
7,-24.107683,302.4887,-133.44461
8,-24.107683,303.6242,-134.20331
9,-24.107683,304.38293,-135.3388
10,-25.447077,304.38293,-136.67819
11,-26.58256,303.6242,-136.67819
12,-27.34126,302.4887,-136.67819
13,-27.34126,301.14935,-135.3388
14,-26.58256,301.14935,-134.20331
15,-25.447077,301.14935,-133.44461
16,-22.768293,301.14935,-133.44461
17,-21.63281,301.14935,-134.20331
18,-20.874105,301.14935,-135.3388
19,-20.874105,302.4887,-136.67819
20,-21.63281,303.6242,-136.67819
21,-22.768293,304.38293,-136.67819
22,-24.107683,304.38293,-138.01758
23,-24.107683,303.6242,-139.15308
24,-24.107683,302.4887,-139.91177
25,-25.447077,301.14935,-139.91177
26,-26.58256,301.14935,-139.15308
27,-27.34126,301.14935,-138.01758
28,-24.107683,297.91577,-135.3388
29,-24.107683,298.67444,-134.20331
30,-24.107683,299.80994,-133.44461
31,-27.34126,299.80994,-136.67819
32,-26.58256,298.67444,-136.67819
33,-25.447077,297.91577,-136.67819
34,-22.768293,297.91577,-136.67819
35,-21.63281,298.67444,-136.67819
36,-20.874105,299.80994,-136.67819
37,-20.874105,301.14935,-138.01758
38,-21.63281,301.14935,-139.15308
39,-22.768293,301.14935,-139.91177
40,-24.107683,299.80994,-139.91177
41,-24.107683,298.67444,-139.15308
42,-24.107683,297.91577,-138.01758
43,-25.29643,302.92456,-133.90594
44,-25.292997,303.9264,-134.90814
45,-26.06476,303.20618,-134.63144
46,-26.1891,302.2928,-134.10715
47,-26.877394,302.6648,-135.16751
48,-26.185698,303.72546,-135.53998
49,-22.339075,302.38422,-133.9219
50,-22.122137,303.24652,-134.70093
51,-21.525675,303.2608,-135.61752
52,-22.46776,303.964,-135.39822
53,-22.682207,303.65387,-134.6919
54,-23.046026,303.3222,-134.14804
55,-23.250021,303.89258,-134.68094
56,-21.334284,302.3806,-134.93399
57,-25.876295,302.38422,-139.43448
58,-26.09323,303.24652,-138.65546
59,-26.689692,303.2608,-137.73886
60,-25.747606,303.964,-137.95816
61,-25.533163,303.65387,-138.66449
62,-25.16934,303.3222,-139.20834
63,-24.96535,303.89258,-138.67545
64,-26.881086,302.3806,-138.4224
65,-25.876295,299.9145,-133.9219
66,-26.09323,299.0522,-134.70093
67,-26.689692,299.0379,-135.61752
68,-25.747606,298.33466,-135.39822
69,-25.533163,298.64484,-134.6919
70,-25.16934,298.9765,-134.14804
71,-24.96535,298.40607,-134.68094
72,-26.881086,299.9181,-134.93399
73,-22.91894,299.37408,-133.90594
74,-22.922369,298.3723,-134.90814
75,-22.150606,299.09247,-134.63144
76,-22.02627,300.00586,-134.10715
77,-21.337976,299.6339,-135.16751
78,-22.029673,298.57324,-135.53998
79,-22.91894,302.92456,-139.45044
80,-22.922369,303.9264,-138.44821
81,-22.150606,303.20618,-138.72495
82,-22.02627,302.2928,-139.24924
83,-21.337976,302.6648,-138.18887
84,-22.029673,303.72546,-137.8164
85,-25.29643,299.37408,-139.45044
86,-25.292997,298.3723,-138.44821
87,-26.06476,299.09247,-138.72495
88,-26.1891,300.00586,-139.24924
89,-26.877394,299.6339,-138.18887
90,-26.185698,298.57324,-137.8164
91,-22.339075,299.9145,-139.43448
92,-22.122137,299.0522,-138.65546
93,-21.525675,299.0379,-137.73886
94,-22.46776,298.33466,-137.95816
95,-22.682207,298.64484,-138.66449
96,-23.046026,298.9765,-139.20834
97,-23.250021,298.40607,-138.67545
98,-21.334284,299.9181,-138.4224
